Rank,TOP500 Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Power Source.1,Power Quality Level,Optimized Run (HPL),Optimized Run (Peak Power),Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID,doc_date
291,366,-9999,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,49800,48000.0,2164.0,4423.68,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179768,2022-11-03
292,364,-9999,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,49800,48000.0,2164.0,4423.68,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179766,2022-11-03
293,365,-9999,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,49800,48000.0,2164.0,4423.68,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179767,2022-11-03
294,500,-9999,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,38400,-9999.0,1729.0,3072.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,CentOS,Linux,None,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50596,179373,2022-11-03
295,499,-9999,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,38400,-9999.0,1729.0,3072.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,CentOS,Linux,None,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50596,179372,2022-11-03
296,498,-9999,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,38400,-9999.0,1729.0,3072.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,CentOS,Linux,None,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50596,179371,2022-11-03
297,339,-9999,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2017,Industry,55104,52480.0,2287.0,4890.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179386,2022-11-03
298,328,-9999,"Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2020,Industry,53760,51200.0,2329.0,4480.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179834,2022-11-03
299,329,-9999,"Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2020,Industry,53760,51200.0,2329.0,4480.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179838,2022-11-03
300,460,-9999,"Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2019,Industry,46480,44800.0,1854.0,4080.048,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179793,2022-11-03
301,456,-9999,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2018,Industry,40320,38400.0,1872.0,3520.512,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179791,2022-11-03
302,327,-9999,"Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2020,Industry,53760,51200.0,2329.0,4480.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179832,2022-11-03
303,39,TOKI-SORA,"PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D",Japan Aerospace eXploration Agency,Fujitsu,Japan,2020,Research,276480,-9999.0,16592.0,19464.2,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,A64FX 48C 2.2GHz,Fujitsu ARM,2200,Red Hat Enterprise Linux,Linux,None,48,Fujitsu A64FX,PRIMEHPC FX1000,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect D,Asia,50187,179895,2022-11-03
304,458,-9999,"HPE SGI 8600, Xeon Gold 6242R 20C 3.1GHz, Infiniband EDR",Japan Atomic Energy Agency(JAEA)/ National Institutes for Quantum and Radiological Science and Technology(QST),HPE,Japan,2020,Research,28240,-9999.0,1870.73,2801.41,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6242R 20C 3.1GHz,Intel Cascade lake,3100,RHEL 7.8,Linux,None,20,Xeon Gold 62xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Infiniband,Infiniband EDR,Asia,50860,179876,2022-11-03
305,94,-9999,"HPE SGI 8600, Xeon Gold 6248R 24C 3GHz, NVIDIA Tesla V100 SXM2, Infiniband EDR",Japan Atomic Energy Agency(JAEA)/ National Institutes for Quantum and Radiological Science and Technology(QST),HPE,Japan,2020,Research,100096,87040.0,6162.0,8439.62,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248R 24C 3GHz,Intel Cascade lake,3000,RHEL 7.7,Linux,NVIDIA Tesla V100 SXM2,24,Xeon Gold 62xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Infiniband,Infiniband EDR,Asia,50860,179896,2022-11-03
306,345,Dardel CPU,"HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",KTH - Royal Institute of Technology,HPE,Sweden,2021,Academic,69632,-9999.0,2279.4,2506.752,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,HPE Cray OS,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Europe,48188,180013,2022-11-03
307,46,Nurion,"Cray CS500, Intel Xeon Phi 7250 68C 1.4GHz, Intel Omni-Path",Korea Institute of Science and Technology Information,HPE,South Korea,2018,Research,570020,-9999.0,13929.3,25705.9,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon Phi 7250 68C 1.4GHz,Intel Xeon Phi,1400,CentOS,Linux,None,68,Intel Xeon Phi,Cray CS500,Cray CS,Omnipath,Intel Omni-Path,Asia,50770,179421,2022-11-03
308,462,Santos Dumont (SDumont),"Bull Sequana X1000, Xeon Gold 6252 24C 2.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",Laboratório Nacional de Computação Científica,Atos,Brazil,2019,Academic,33856,29440.0,1849.0,2727.027,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,bullx SCS,Linux,NVIDIA Tesla V100 SXM2,24,Xeon Gold 62xx (Cascade Lake),BullSequana X1000,BullSequana,Infiniband,Mellanox InfiniBand EDR,South America,50576,179704,2022-11-03
309,145,LLNL Ruby,"Supermicro SYS-2029TP-HTR, Xeon Platnium 8276L 28C 2.2GHz, Cornelis Networks Omni-Path",Lawrence Livermore National Laboratory,Supermicro,United States,2020,Research,85568,-9999.0,3700.15,6023.99,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8276L 28C 2.2GHz,Intel Cascade lake,2200,Linux/TOSS,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),Supermicro SYS-2029TP-HTR,Supermicro SuperServer,Omnipath,Cornelis Networks Omni-Path,North America,48247,179866,2022-11-03
310,29,SuperMUC-NG,"ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path",Leibniz Rechenzentrum,Lenovo,Germany,2018,Academic,305856,-9999.0,19476.6,26873.856,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8174 24C 3.1GHz,Intel Skylake,3100,SUSE Linux Enterprise Server 12 SP3,Linux,None,24,Xeon Platinum,ThinkSystem SD650,Lenovo ThinkSystem,Omnipath,Intel Omni-Path,Europe,48248,179566,2022-11-03
311,164,davinci-1,"BullSequana X, AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband",Leonardo SpA,Atos,Italy,2020,Others,38400,34560.0,3449.0,6412.03,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7402 24C 2.8GHz,AMD Zen-2 (Rome),2800,Linux,Linux,NVIDIA A100,24,AMD Rome,BullSequana X,BullSequana,Infiniband,Mellanox HDR Infiniband,Europe,50840,179877,2022-11-03
312,412,TX-Green2,"PowerEdge C6420, Xeon Platinum 8260 24C 2.4GHz, 25G Ethernet",MIT Lincoln Laboratory Supercomputing Center,ACTION,United States,2021,Academic,43200,-9999.0,2015.0,53084.16,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8260 24C 2.4GHz,Intel Cascade lake,2400,Ubuntu,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),PowerEdge C6420,Dell PowerEdge Cluster,Gigabit Ethernet,25G Ethernet,North America,48296,179938,2022-11-03
313,415,-9999,"Inspur NF5468M5, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Manufacturing Company (V),Inspur,China,2020,Industry,40800,38400.0,2011.0,3744.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6230 20C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50834,179831,2022-11-03
314,288,-9999,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",Manufacturing Industry (O),Inspur,China,2020,Industry,50400,48000.0,2480.0,4680.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,2800,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50833,179829,2022-11-03
315,289,-9999,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",Manufacturing Industry (O),Inspur,China,2020,Industry,50400,48000.0,2480.0,4680.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,2800,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50833,179830,2022-11-03
316,106,Raven,"ThinkSystem SD650 V2, Xeon Platinum 8360Y 36C 2.4GHz, InfiniBand HDR 100",Max-Planck-Gesellschaft MPI/IPP,Lenovo,Germany,2021,Research,114624,-9999.0,5415.98,8803.12,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8360Y 36C 2.4GHz,Intel Ice Lake,2400,SUSE Linux Enterprise Server 15 SP2,Linux,None,36,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SD650 V2,Lenovo ThinkSystem,Infiniband,InfiniBand HDR 100,Europe,48331,179913,2022-11-03
317,250,Hypercluster,"NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR",Microsoft Research ,Nvidia,United States,2019,Research,47808,46080.0,2666.0,4219.085,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Ubuntu 18.04.01,Linux,NVIDIA Tesla V100,24,Xeon Platinum,NVIDIA DGX-2,NVIDIA DGX,Infiniband,Mellanox InfiniBand EDR,North America,50819,179775,2022-11-03
318,146,Orion,"PowerEdge C6420, Xeon Gold 6148 20C 2.4GHz, Infiniband HDR",Mississippi State University,DELL EMC,United States,2019,Academic,70560,-9999.0,3665.72,5419.008,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,PowerEdge C6420,Dell PowerEdge Cluster,Infiniband,Infiniband HDR,North America,48371,179690,2022-11-03
319,369,Hercules,"PowerEdge C6520, Xeon Platinum 8380 40C 2.3GHz, Infiniband NDR",Mississippi State University,DELL EMC,United States,2022,Academic,40960,-9999.0,2136.34,3014.66,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8380 40C 2.3GHz,Intel Ice Lake,2300,Linux,Linux,None,40,Xeon® Platinum 83xx (Ice Lake),PowerEdge C6520,Dell PowerEdge Cluster,Infiniband,Infiniband NDR,North America,48371,180124,2022-11-03
320,180,Toubkal,"PowerEdge C6420, CRC-StackHPC, Xeon Platinum 8276L 28C 2.2GHz, Mellanox InfiniBand HDR100",Mohammed VI Polytechnic University - African Supercomputing Centre,DELL EMC,Morocco,2020,Academic,71232,-9999.0,3158.11,5014.73,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8276L 28C 2.2GHz,Intel Cascade lake,2200,CentOS Scientific-OpenStack,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),PowerEdge C6420,Dell PowerEdge Cluster,Infiniband,InfiniBand HDR100,Africa,50853,179908,2022-11-03
321,290,Lomonosov 2,"T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz,Intel Xeon Gold 6126, Infiniband FDR, Nvidia K40m/P-100",Moscow State University - Research Computing Center,T-Platforms,Russia,2014,Academic,64384,40960.0,2478.0,4946.79,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,NVIDIA Tesla K40m,14,Intel Xeon E5 (Haswell),T-Platforms A-Class Cluster,T-Platforms Cluster,Infiniband,Infiniband FDR,Europe,50104,178444,2022-11-03
322,141,Delta,"Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100, Slingshot-10",NCSA,HPE,United States,2022,Academic,49600,43200.0,3812.0,8050.88,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,RHEL 8.4,Linux,NVIDIA A100,64,AMD Milan,Apollo 6500,HPE Apollo,Gigabit Ethernet,Slingshot-10,North America,48420,180121,2022-11-03
323,201,Hera,"Cray CS500, Xeon Gold 6148 20C 2.4GHz, Infiniband HDR",NOAA Environmental Security Computer Center,HPE,United States,2019,Research,63840,-9999.0,3080.85,4884.48,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,None,20,Xeon Gold,Cray CS500,Cray CS,Infiniband,Infiniband HDR,North America,50371,179864,2022-11-03
324,60,DGX SuperPOD,"NVIDIA DGX-2H, Xeon Platinum 8174 24C 3.1GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR",NVIDIA Corporation,Nvidia,United States,2020,Vendor,127488,122880.0,9444.0,11209.114,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8174 24C 3.1GHz,Intel Skylake,3100,Ubuntu 18.04.01,Linux,NVIDIA Tesla V100,24,Xeon Platinum,NVIDIA DGX-2H Pod,NVIDIA DGX,Infiniband,Mellanox InfiniBand EDR,North America,48448,179691,2022-11-03
325,58,NVIDIA Cambridge-1 DGX SuperPOD,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband HDR",NVIDIA Corporation,Nvidia,United States,2021,Vendor,79360,69120.0,9682.0,12047.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100 80GB​,64,AMD Rome,NVIDIA DGX A100,NVIDIA DGX,Infiniband,Infiniband HDR,North America,48448,179960,2022-11-03
326,136,DGX Saturn V,"NVIDIA DGX-1 Volta36, Xeon E5-2698v4 20C 2.2GHz, NVIDIA Tesla V100, Infiniband EDR",NVIDIA Corporation,Nvidia,United States,2018,Vendor,87040,81920.0,3998.0,7414.78,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu,Linux,NVIDIA Tesla V100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1 Volta36,NVIDIA DGX,Infiniband,Infiniband EDR,North America,48448,178928,2022-11-03
327,461,-9999,"Inspur TS10000, Xeon Gold 6248 20C 2.5GHz/Platinum 8268 24C 2.9GHz, NVIDIA Tesla V100, 100G Ethernet",Nanjing University,Inspur,China,2020,Academic,37440,35200.0,1853.0,3432.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur TS10000,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50251,179828,2022-11-03
328,62,Gadi,"PRIMERGY CX2570 M5, ThinkSystem SD650, Xeon Platinum 8274/8268, NVIDIA Tesla V100 SXM2, Mellanox HDR Infiniband",National Computational Infrastructure (NCI Australia),Fujitsu / Lenovo,Australia,2020,Academic,204032,51200.0,9264.31,15142.1952,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8274 24C 3.2GHz,Intel Cascade lake,3200,CentOS,Linux,NVIDIA Tesla V100 SXM2,24,Xeon Platinum 82xx (Cascade Lake),PRIMERGY CX2570 M5,Fujitsu PRIMERGY,Infiniband,Mellanox HDR Infiniband,Oceania,47369,179865,2022-11-03
329,435,Biowulf,"Apollo 2000 Gen 8/9, Xeon E5-2680v4/E5-2695v3 14C 2.4GHz, Infiniband FDR",National Institutes of Health (NIH),HPE,United States,2016,Research,66304,-9999.0,1966.08,2491.3728,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Apollo 2000,HPE Apollo,Infiniband,Infiniband FDR,North America,50698,179027,2022-11-03
330,117,Eagle,"HPE SGI 8600, Xeon Gold 6154 18C 3GHz, EDR Infiniband/ 8D Hypercube",National Renewable Energy Laboratory,HPE,United States,2018,Research,75600,-9999.0,4850.66,7257.6,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,CentOS,Linux,None,18,Xeon Gold,HPE SGI 8600,HPE SGI 8600,Infiniband,EDR Infiniband/ 8D Hypercube,North America,48481,179598,2022-11-03
331,110,Berzelius,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Infiniband HDR",National Supercomputer Centre (NSC),Atos,Sweden,2021,Academic,59520,51840.0,5253.0,9636.48,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Red Hat Enterprise Linux,Linux,NVIDIA A100,64,AMD Rome,NVIDIA DGX A100,NVIDIA DGX,Infiniband,Infiniband HDR,Europe,48488,179953,2022-11-03
332,209,Tetralith,"Intel H2204XXLRE, Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path",National Supercomputer Centre (NSC),ClusterVision / Hammer,Sweden,2018,Academic,64512,-9999.0,2969.19,4335.206,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,None,16,Xeon Gold,Intel H2204XXLRE,ClusterVision / Hammer Cluster,Omnipath,Intel Omni-Path,Europe,48488,179576,2022-11-03
333,167,ASPIRE 2A (GPU Partition),"HPE Cray EX235n, Apollo 6500, AMD EPYC 7713 64C 2GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10",National Supercomputing Centre Singapore,HPE,Singapore,2022,Research,43648,38016.0,3328.0,6483.88,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL 8.3,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Milan,Apollo 6500 XL675d,HPE Apollo,Gigabit Ethernet,Slingshot-10,Asia,50631,180077,2022-11-03
334,275,ASPIRE 2A (CPU Partition),"HPE Cray EX425, AMD EPYC 7713 64C 2GHz, Slingshot-10",National Supercomputing Centre Singapore,HPE,Singapore,2022,Research,98304,-9999.0,2578.58,3108.86,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL 8.3,Linux,None,64,AMD Milan,HPE Cray EX425,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Asia,50631,180078,2022-11-03
335,74,Narwhal,"HPE Cray EX, AMD EPYC 7H12 64C 2.6GHz, Slingshot-10",Navy DSRC,HPE,United States,2020,Government,276480,-9999.0,8023.6,11501.57,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,SLES15 SP2,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,North America,50425,179925,2022-11-03
336,419,Gaffney,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",Navy DSRC,HPE,United States,2018,Government,34560,-9999.0,2001.99,2985.984,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Red Hat Enterprise Linux,Linux,None,24,Xeon Platinum,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,50425,179428,2022-11-03
337,418,Koehr,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",Navy DSRC,HPE,United States,2018,Government,34560,-9999.0,2001.99,2985.984,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Red Hat Enterprise Linux,Linux,None,24,Xeon Platinum,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,50425,179427,2022-11-03
338,375,Setonix,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-10","Pawsey Supercomputing Centre, Kensington, Western Australia",HPE,Australia,2021,Research,65536,-9999.0,2122.03,2569.01,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,None,64,AMD Milan,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Oceania,50488,180019,2022-11-03
